mosquito_id,morph_id_genus,morph_id_anopheles_species,variable,value
005_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_06_47_Pro-18_8_56.jpg
005_p,Anopheles,stephensi,specimen_image_2,1657234869738.jpg
005_p,Anopheles,stephensi,specimen_image_1,1657234852835.jpg
005_p,Anopheles,stephensi,specimen_image_3,1657234890811.jpg
005_pc,Anopheles,stephensi,specimen_image_3,1657232013008.jpg
005_pc,Anopheles,stephensi,specimen_image_1,1657231949055.jpg
005_pc,Anopheles,stephensi,specimen_image_2,1657231973257.jpg
005_pm,Anopheles,stephensi,specimen_image_2,1657231835110.jpg
005_pm,Anopheles,stephensi,specimen_image_3,1657231861073.jpg
005_pm,Anopheles,stephensi,specimen_image_1,1657231809436.jpg
006_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_11_36_Pro-18_13_4.jpg
006_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_12_31_Pro-18_13_13.jpg
006_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_11_11_Pro-18_12_58.jpg
006_p,Anopheles,stephensi,specimen_image_3,1657235079216.jpg
006_p,Anopheles,stephensi,specimen_image_2,1657235065209.jpg
006_p,Anopheles,stephensi,specimen_image_1,1657235050851.jpg
006_pc,Anopheles,stephensi,specimen_image_3,1657232171865.jpg
006_pc,Anopheles,stephensi,specimen_image_1,1657232126851.jpg
006_pc,Anopheles,stephensi,specimen_image_2,1657232159227.jpg
006_pm,Anopheles,stephensi,specimen_image_3,1657232048851.jpg
006_pm,Anopheles,stephensi,specimen_image_2,1657232027044.jpg
006_pm,Anopheles,stephensi,specimen_image_1,1657232004224.jpg
007_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_15_17_Pro-18_16_13.jpg
007_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_15_02_Pro-18_16_7.jpg
007_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_14_26_Pro-18_16_1.jpg
007_p,Anopheles,stephensi,specimen_image_1,1657235105091.jpg
007_p,Anopheles,stephensi,specimen_image_3,1657235145994.jpg
007_p,Anopheles,stephensi,specimen_image_2,1657235133184.jpg
007_pc,Anopheles,stephensi,specimen_image_1,1657232505155.jpg
007_pc,Anopheles,stephensi,specimen_image_3,1657232539165.jpg
007_pc,Anopheles,stephensi,specimen_image_2,1657232524718.jpg
007_pm,Anopheles,stephensi,specimen_image_1,1657232305416.jpg
007_pm,Anopheles,stephensi,specimen_image_3,1657232353252.jpg
007_pm,Anopheles,stephensi,specimen_image_2,1657232329183.jpg
008_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_19_23_Pro-18_21_32.jpg
008_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_21_20_Pro-18_21_44.jpg
008_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_21_06_Pro-18_21_38.jpg
008_p,Anopheles,stephensi,specimen_image_1,1657235207680.jpg
008_p,Anopheles,stephensi,specimen_image_2,1657235220970.jpg
008_p,Anopheles,stephensi,specimen_image_3,1657235233078.jpg
008_pc,Anopheles,stephensi,specimen_image_3,1657232751650.jpg
008_pc,Anopheles,stephensi,specimen_image_1,1657232692662.jpg
008_pc,Anopheles,stephensi,specimen_image_2,1657232728118.jpg
008_pm,Anopheles,stephensi,specimen_image_2,1657232575118.jpg
008_pm,Anopheles,stephensi,specimen_image_3,1657232584831.jpg
008_pm,Anopheles,stephensi,specimen_image_1,1657232550517.jpg
009_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_34_45_Pro-18_36_38.jpg
009_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_35_23_Pro-18_36_48.jpg
009_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_34_57_Pro-18_36_43.jpg
009_p,Anopheles,stephensi,specimen_image_3,1657235305493.jpg
009_p,Anopheles,stephensi,specimen_image_2,1657235290976.jpg
009_p,Anopheles,stephensi,specimen_image_1,1657235272924.jpg
009_pc,Anopheles,stephensi,specimen_image_3,1657233629769.jpg
009_pc,Anopheles,stephensi,specimen_image_1,1657233598624.jpg
009_pc,Anopheles,stephensi,specimen_image_2,1657233611815.jpg
009_pm,Anopheles,stephensi,specimen_image_1,1657233391495.jpg
009_pm,Anopheles,stephensi,specimen_image_3,1657233456459.jpg
009_pm,Anopheles,stephensi,specimen_image_2,1657233427492.jpg
010_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_39_46_Pro-18_40_20.jpg
010_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_38_15_Pro-18_40_10.jpg
010_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_38_43_Pro-18_40_15.jpg
010_p,Anopheles,stephensi,specimen_image_2,1657235357973.jpg
010_p,Anopheles,stephensi,specimen_image_3,1657235373390.jpg
010_p,Anopheles,stephensi,specimen_image_1,1657235337982.jpg
010_pc,Anopheles,stephensi,specimen_image_3,1657233982198.jpg
010_pc,Anopheles,stephensi,specimen_image_1,1657233938319.jpg
010_pc,Anopheles,stephensi,specimen_image_2,1657233954884.jpg
010_pm,Anopheles,stephensi,specimen_image_2,1657233648637.jpg
010_pm,Anopheles,stephensi,specimen_image_3,1657233684855.jpg
010_pm,Anopheles,stephensi,specimen_image_1,1657233619007.jpg
011_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_42_11_Pro-18_43_51.jpg
011_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_43_02_Pro-18_44_2.jpg
011_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_42_27_Pro-18_43_57.jpg
011_p,Anopheles,stephensi,specimen_image_3,1657235691637.jpg
011_p,Anopheles,stephensi,specimen_image_1,1657235661654.jpg
011_p,Anopheles,stephensi,specimen_image_2,1657235674969.jpg
011_pc,Anopheles,stephensi,specimen_image_3,1657234224509.jpg
011_pc,Anopheles,stephensi,specimen_image_1,1657234165881.jpg
011_pc,Anopheles,stephensi,specimen_image_2,1657234202008.jpg
011_pm,Anopheles,stephensi,specimen_image_2,1657233935319.jpg
011_pm,Anopheles,stephensi,specimen_image_3,1657234123479.jpg
011_pm,Anopheles,stephensi,specimen_image_1,1657233909747.jpg
012_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_45_29_Pro-18_46_25.jpg
012_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_45_51_Pro-18_46_30.jpg
012_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_44_59_Pro-18_46_20.jpg
012_p,Anopheles,stephensi,specimen_image_2,1657235755275.jpg
012_p,Anopheles,stephensi,specimen_image_1,1657235732099.jpg
012_p,Anopheles,stephensi,specimen_image_3,1657235771013.jpg
012_pc,Anopheles,stephensi,specimen_image_2,1657234327566.jpg
012_pc,Anopheles,stephensi,specimen_image_3,1657234344521.jpg
012_pc,Anopheles,stephensi,specimen_image_1,1657234300716.jpg
012_pm,Anopheles,stephensi,specimen_image_2,1657234206952.jpg
012_pm,Anopheles,stephensi,specimen_image_1,1657234190879.jpg
012_pm,Anopheles,stephensi,specimen_image_3,1657234222258.jpg
013_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_49_29_Pro-18_50_49.jpg
013_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_49_45_Pro-18_50_55.jpg
013_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_49_07_Pro-18_50_26.jpg
013_p,Anopheles,stephensi,specimen_image_3,1657235889787.jpg
013_p,Anopheles,stephensi,specimen_image_2,1657235871416.jpg
013_p,Anopheles,stephensi,specimen_image_1,1657235843288.jpg
013_pc,Anopheles,stephensi,specimen_image_3,1657234452709.jpg
013_pc,Anopheles,stephensi,specimen_image_1,1657234394357.jpg
013_pc,Anopheles,stephensi,specimen_image_2,1657234418679.jpg
013_pm,Anopheles,stephensi,specimen_image_1,1657234287026.jpg
013_pm,Anopheles,stephensi,specimen_image_3,1657234325936.jpg
013_pm,Anopheles,stephensi,specimen_image_2,1657234306043.jpg
014_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_54_11_Pro-18_57_22.jpg
014_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_56_19_Pro-18_57_27.jpg
014_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_56_50_Pro-18_57_32.jpg
014_p,Anopheles,stephensi,specimen_image_1,1657235916435.jpg
014_p,Anopheles,stephensi,specimen_image_2,1657235929640.jpg
014_p,Anopheles,stephensi,specimen_image_3,1657235964461.jpg
014_pc,Anopheles,stephensi,specimen_image_1,1657234959272.jpg
014_pc,Anopheles,stephensi,specimen_image_2,1657234977320.jpg
014_pc,Anopheles,stephensi,specimen_image_3,1657234994484.jpg
014_pm,Anopheles,stephensi,specimen_image_2,1657234746363.jpg
014_pm,Anopheles,stephensi,specimen_image_3,1657234768625.jpg
014_pm,Anopheles,stephensi,specimen_image_1,1657234707040.jpg
015_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_18_58_43_Pro-19_0_4.jpg
015_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_18_59_25_Pro-19_0_22.jpg
015_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_18_58_58_Pro-19_0_18.jpg
015_p,Anopheles,stephensi,specimen_image_3,1657236028695.jpg
015_p,Anopheles,stephensi,specimen_image_2,1657236010913.jpg
015_p,Anopheles,stephensi,specimen_image_1,1657235993572.jpg
015_pc,Anopheles,stephensi,specimen_image_1,1657235027135.jpg
015_pc,Anopheles,stephensi,specimen_image_3,1657235064913.jpg
015_pc,Anopheles,stephensi,specimen_image_2,1657235046966.jpg
015_pm,Anopheles,stephensi,specimen_image_3,1657234933898.jpg
015_pm,Anopheles,stephensi,specimen_image_1,1657234856876.jpg
015_pm,Anopheles,stephensi,specimen_image_2,1657234876074.jpg
016_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_01_06_Pro-19_2_20.jpg
016_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_01_19_Pro-19_2_25.jpg
016_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_00_55_Pro-19_2_15.jpg
016_p,Anopheles,stephensi,specimen_image_3,1657236205747.jpg
016_p,Anopheles,stephensi,specimen_image_2,1657236194792.jpg
016_p,Anopheles,stephensi,specimen_image_1,1657236182656.jpg
016_pc,Anopheles,stephensi,specimen_image_3,1657235143497.jpg
016_pc,Anopheles,stephensi,specimen_image_2,1657235134346.jpg
016_pc,Anopheles,stephensi,specimen_image_1,1657235118428.jpg
016_pm,Anopheles,stephensi,specimen_image_1,1657235002793.jpg
016_pm,Anopheles,stephensi,specimen_image_3,1657235028062.jpg
016_pm,Anopheles,stephensi,specimen_image_2,1657235015902.jpg
017_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_03_24_Pro-19_4_47.jpg
017_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_03_42_Pro-19_4_52.jpg
017_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_03_01_Pro-19_4_42.jpg
017_p,Anopheles,stephensi,specimen_image_1,1657236240637.jpg
017_p,Anopheles,stephensi,specimen_image_2,1657236258750.jpg
017_p,Anopheles,stephensi,specimen_image_3,1657236271522.jpg
017_pc,Anopheles,stephensi,specimen_image_1,1657235206141.jpg
017_pc,Anopheles,stephensi,specimen_image_3,1657235238224.jpg
017_pc,Anopheles,stephensi,specimen_image_2,1657235226602.jpg
017_pm,Anopheles,stephensi,specimen_image_3,1657235151068.jpg
017_pm,Anopheles,stephensi,specimen_image_1,1657235080326.jpg
017_pm,Anopheles,stephensi,specimen_image_2,1657235098117.jpg
018_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_05_15_Pro-19_6_19.jpg
018_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_05_34_Pro-19_6_24.jpg
018_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_05_49_Pro-19_6_28.jpg
018_p,Anopheles,stephensi,specimen_image_3,1657236329963.jpg
018_p,Anopheles,stephensi,specimen_image_2,1657236315127.jpg
018_p,Anopheles,stephensi,specimen_image_1,1657236304000.jpg
018_pc,Anopheles,stephensi,specimen_image_2,1657235299619.jpg
018_pc,Anopheles,stephensi,specimen_image_1,1657235286544.jpg
018_pc,Anopheles,stephensi,specimen_image_3,1657235313343.jpg
018_pm,Anopheles,stephensi,specimen_image_1,1657235200708.jpg
018_pm,Anopheles,stephensi,specimen_image_2,1657235213049.jpg
018_pm,Anopheles,stephensi,specimen_image_3,1657235234098.jpg
019_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_07_05_Pro-19_8_17.jpg
019_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_07_44_Pro-19_8_28.jpg
019_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_07_18_Pro-19_8_23.jpg
019_p,Anopheles,stephensi,specimen_image_1,1657236360016.jpg
019_p,Anopheles,stephensi,specimen_image_3,1657236387209.jpg
019_p,Anopheles,stephensi,specimen_image_2,1657236371544.jpg
019_pc,Anopheles,stephensi,specimen_image_2,1657235542188.jpg
019_pc,Anopheles,stephensi,specimen_image_3,1657235554727.jpg
019_pc,Anopheles,stephensi,specimen_image_1,1657235518478.jpg
019_pm,Anopheles,stephensi,specimen_image_2,1657235373893.jpg
019_pm,Anopheles,stephensi,specimen_image_3,1657235438402.jpg
019_pm,Anopheles,stephensi,specimen_image_1,1657235347998.jpg
020_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_09_20_Pro-19_10_50.jpg
020_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_09_34_Pro-19_10_56.jpg
020_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_09_01_Pro-19_10_45.jpg
020_p,Anopheles,stephensi,specimen_image_1,1657236413640.jpg
020_p,Anopheles,stephensi,specimen_image_2,1657236427648.jpg
020_p,Anopheles,stephensi,specimen_image_3,1657236441404.jpg
020_pc,Anopheles,stephensi,specimen_image_3,1657235641604.jpg
020_pc,Anopheles,stephensi,specimen_image_2,1657235627351.jpg
020_pc,Anopheles,stephensi,specimen_image_1,1657235615241.jpg
020_pm,Anopheles,stephensi,specimen_image_1,1657235491289.jpg
020_pm,Anopheles,stephensi,specimen_image_2,1657235508486.jpg
020_pm,Anopheles,stephensi,specimen_image_3,1657235524861.jpg
021_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_12_02_Pro-19_14_5.jpg
021_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_11_43_Pro-19_12_33.jpg
021_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_11_51_Pro-19_13_59.jpg
021_p,Anopheles,stephensi,specimen_image_3,1657237114975.jpg
021_p,Anopheles,stephensi,specimen_image_1,1657237080187.jpg
021_p,Anopheles,stephensi,specimen_image_2,1657237102341.jpg
021_pc,Anopheles,stephensi,specimen_image_3,1657235743988.jpg
021_pc,Anopheles,stephensi,specimen_image_1,1657235712088.jpg
021_pc,Anopheles,stephensi,specimen_image_2,1657235730020.jpg
021_pm,Anopheles,stephensi,specimen_image_3,1657235629098.jpg
021_pm,Anopheles,stephensi,specimen_image_1,1657235587282.jpg
021_pm,Anopheles,stephensi,specimen_image_2,1657235611053.jpg
022_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_14_41_Pro-19_15_28.jpg
022_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_14_55_Pro-19_15_34.jpg
022_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_15_05_Pro-19_15_39.jpg
022_p,Anopheles,stephensi,specimen_image_2,1657237153479.jpg
022_p,Anopheles,stephensi,specimen_image_3,1657237171491.jpg
022_p,Anopheles,stephensi,specimen_image_1,1657237139487.jpg
022_pc,Anopheles,stephensi,specimen_image_1,1657235884993.jpg
022_pc,Anopheles,stephensi,specimen_image_3,1657235913856.jpg
022_pc,Anopheles,stephensi,specimen_image_2,1657235900197.jpg
022_pm,Anopheles,stephensi,specimen_image_1,1657235745195.jpg
022_pm,Anopheles,stephensi,specimen_image_2,1657235757412.jpg
022_pm,Anopheles,stephensi,specimen_image_3,1657235773203.jpg
023_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_16_48_Pro-19_17_32.jpg
023_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_16_35_Pro-19_17_27.jpg
023_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_17_02_Pro-19_17_38.jpg
023_p,Anopheles,stephensi,specimen_image_3,1657237267650.jpg
023_p,Anopheles,stephensi,specimen_image_2,1657237254391.jpg
023_p,Anopheles,stephensi,specimen_image_1,1657237242230.jpg
023_pc,Anopheles,stephensi,specimen_image_1,1657235967689.jpg
023_pc,Anopheles,stephensi,specimen_image_2,1657235989833.jpg
023_pc,Anopheles,stephensi,specimen_image_3,1657236015190.jpg
023_pm,Anopheles,stephensi,specimen_image_1,1657235862284.jpg
023_pm,Anopheles,stephensi,specimen_image_3,1657235891774.jpg
023_pm,Anopheles,stephensi,specimen_image_2,1657235879530.jpg
024_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_18_19_Pro-19_19_11.jpg
024_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_18_38_Pro-19_19_16.jpg
024_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_18_48_Pro-19_19_21.jpg
024_p,Anopheles,stephensi,specimen_image_3,1657237436898.jpg
024_p,Anopheles,stephensi,specimen_image_2,1657237422190.jpg
024_p,Anopheles,stephensi,specimen_image_1,1657237396377.jpg
024_pc,Anopheles,stephensi,specimen_image_2,1657236120541.jpg
024_pc,Anopheles,stephensi,specimen_image_1,1657236096487.jpg
024_pc,Anopheles,stephensi,specimen_image_3,1657236154891.jpg
024_pm,Anopheles,stephensi,specimen_image_2,1657235994497.jpg
024_pm,Anopheles,stephensi,specimen_image_1,1657235971448.jpg
024_pm,Anopheles,stephensi,specimen_image_3,1657236013116.jpg
025_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_20_49_Pro-19_21_32.jpg
025_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_20_38_Pro-19_21_27.jpg
025_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_20_14_Pro-19_21_19.jpg
025_p,Anopheles,stephensi,specimen_image_2,1657237490701.jpg
025_p,Anopheles,stephensi,specimen_image_3,1657237514126.jpg
025_p,Anopheles,stephensi,specimen_image_1,1657237476178.jpg
025_pc,Anopheles,stephensi,specimen_image_2,1657236237213.jpg
025_pc,Anopheles,stephensi,specimen_image_1,1657236219256.jpg
025_pc,Anopheles,stephensi,specimen_image_3,1657236252371.jpg
025_pm,Anopheles,stephensi,specimen_image_3,1657236177593.jpg
025_pm,Anopheles,stephensi,specimen_image_1,1657236130058.jpg
025_pm,Anopheles,stephensi,specimen_image_2,1657236157820.jpg
026_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_22_29_Pro-19_23_33.jpg
026_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_22_49_Pro-19_23_38.jpg
026_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_23_07_Pro-19_23_43.jpg
026_p,Anopheles,stephensi,specimen_image_1,1657237747661.jpg
026_p,Anopheles,stephensi,specimen_image_3,1657237775595.jpg
026_p,Anopheles,stephensi,specimen_image_2,1657237760617.jpg
026_pc,Anopheles,stephensi,specimen_image_3,1657236387421.jpg
026_pc,Anopheles,stephensi,specimen_image_1,1657236344698.jpg
026_pc,Anopheles,stephensi,specimen_image_2,1657236360227.jpg
026_pm,Anopheles,stephensi,specimen_image_1,1657236255540.jpg
026_pm,Anopheles,stephensi,specimen_image_2,1657236284125.jpg
026_pm,Anopheles,stephensi,specimen_image_3,1657236302321.jpg
027_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_25_00_Pro-19_25_48.jpg
027_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_24_45_Pro-19_25_42.jpg
027_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_24_34_Pro-19_25_38.jpg
027_p,Anopheles,stephensi,specimen_image_3,1657237848007.jpg
027_p,Anopheles,stephensi,specimen_image_1,1657237818929.jpg
027_p,Anopheles,stephensi,specimen_image_2,1657237831020.jpg
027_pc,Anopheles,stephensi,specimen_image_1,1657236443906.jpg
027_pc,Anopheles,stephensi,specimen_image_2,1657236457905.jpg
027_pc,Anopheles,stephensi,specimen_image_3,1657236472842.jpg
027_pm,Anopheles,stephensi,specimen_image_3,1657236388155.jpg
027_pm,Anopheles,stephensi,specimen_image_2,1657236373444.jpg
027_pm,Anopheles,stephensi,specimen_image_1,1657236356152.jpg
028_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_26_52_Pro-19_27_26.jpg
028_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_26_32_Pro-19_27_18.jpg
028_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_26_42_Pro-19_27_22.jpg
028_p,Anopheles,stephensi,specimen_image_3,1657237905737.jpg
028_p,Anopheles,stephensi,specimen_image_1,1657237882958.jpg
028_p,Anopheles,stephensi,specimen_image_2,1657237893772.jpg
028_pc,Anopheles,stephensi,specimen_image_1,1657236538282.jpg
028_pc,Anopheles,stephensi,specimen_image_3,1657236563647.jpg
028_pc,Anopheles,stephensi,specimen_image_2,1657236551084.jpg
028_pm,Anopheles,stephensi,specimen_image_3,1657236479650.jpg
028_pm,Anopheles,stephensi,specimen_image_2,1657236465824.jpg
028_pm,Anopheles,stephensi,specimen_image_1,1657236453420.jpg
029_ pc,Anopheles,stephensi,specimen_image_2,1657236811672.jpg
029_ pc,Anopheles,stephensi,specimen_image_1,1657236793631.jpg
029_ pc,Anopheles,stephensi,specimen_image_3,1657236824654.jpg
029_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_28_43_Pro-19_29_42.jpg
029_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_28_31_Pro-19_29_36.jpg
029_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_28_05_Pro-19_29_5.jpg
029_p,Anopheles,stephensi,specimen_image_2,1657237953666.jpg
029_p,Anopheles,stephensi,specimen_image_3,1657237966595.jpg
029_p,Anopheles,stephensi,specimen_image_1,1657237942818.jpg
029_pm,Anopheles,stephensi,specimen_image_3,1657236663974.jpg
029_pm,Anopheles,stephensi,specimen_image_1,1657236598285.jpg
029_pm,Anopheles,stephensi,specimen_image_2,1657236617808.jpg
030_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_34_02_Pro-19_34_45.jpg
030_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_33_12_Pro-19_34_35.jpg
030_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_33_28_Pro-19_34_40.jpg
030_p,Anopheles,stephensi,specimen_image_3,1657238015799.jpg
030_p,Anopheles,stephensi,specimen_image_2,1657238003327.jpg
030_p,Anopheles,stephensi,specimen_image_1,1657237991375.jpg
030_pc,Anopheles,stephensi,specimen_image_1,1657237075760.jpg
030_pc,Anopheles,stephensi,specimen_image_3,1657237100289.jpg
030_pc,Anopheles,stephensi,specimen_image_2,1657237092682.jpg
030_pm,Anopheles,stephensi,specimen_image_1,1657236970959.jpg
030_pm,Anopheles,stephensi,specimen_image_3,1657237016445.jpg
030_pm,Anopheles,stephensi,specimen_image_2,1657237005061.jpg
031_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_36_14_Pro-19_37_6.jpg
031_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_35_31_Pro-19_36_56.jpg
031_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_35_52_Pro-19_37_2.jpg
